OTU	Blank	Elos05	Elos06	Elos07	Elos08	Elos09	Elos01	Elos10	Elos11	Elos12	Elos13	Elos02	Elos03	Elos04	Classification
Otu1811	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group
Otu1810	0	0	0	0	0	0	0	8	0	3	0	0	0	0	Main genome;Bacteria
Otu1813	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Patescibacteria;ABY1
Otu1812	0	0	0	0	0	0	0	3	0	1	0	0	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group
Otu1815	0	0	0	0	0	0	0	3	0	2	3	0	0	0	Main genome;Bacteria;Planctomycetes;Pla3 lineage
Otu1814	0	3	0	0	0	0	0	3	0	2	1	1	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;P3OB-42
Otu1817	0	0	0	0	0	0	0	4	0	0	0	0	0	0	Main genome;Bacteria
Otu1816	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae
Otu2359	0	0	1	0	0	0	0	2	0	0	1	2	0	0	Main genome;Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Verruc-01
Otu2358	0	5	0	0	0	0	3	6	0	3	4	9	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfovermiculus
Otu2353	0	0	0	0	0	0	0	0	0	0	0	4	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu2352	0	0	0	0	0	0	0	0	0	0	0	2	0	0	Main genome;Bacteria;Patescibacteria;ABY1
Otu2351	0	1	0	0	0	0	2	5	0	0	2	8	0	0	Main genome;Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae
Otu2350	0	1	0	0	0	0	1	0	0	0	0	5	0	2	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium
Otu2357	0	0	0	0	0	0	0	0	0	0	0	2	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group
Otu2356	0	0	0	0	0	0	0	0	0	1	0	3	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SG8-4
Otu2355	0	0	0	0	0	0	0	0	0	0	0	2	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;MSBL9;4572-13
Otu2354	0	0	0	0	0	0	0	0	0	1	0	3	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;MSBL9;ST-NAGAB-D1
Otu2230	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu2231	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu2232	0	7	0	0	0	1	0	4	0	0	12	6	0	0	Main genome;Bacteria;Omnitrophicaeota
Otu2233	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu2234	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu2235	0	1	0	1	0	0	0	1	0	0	6	3	0	0	Main genome;Bacteria;Planctomycetes;Planctomycetacia;Isosphaerales;Isosphaeraceae
Otu2236	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae
Otu2237	0	0	0	0	0	0	0	5	0	0	8	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu2238	0	1	0	0	0	0	0	0	0	0	2	1	0	0	Main genome;Archaea;Diapherotrites;Iainarchaeia;Iainarchaeales
Otu2239	0	1	0	0	0	1	0	1	0	0	3	0	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae
Otu967	0	0	2	4	0	0	0	12	0	1	17	0	5	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Algisphaera
Otu349	0	20	0	2	0	0	17	229	0	0	22	14	1	11	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
Otu887	0	0	0	0	0	21	0	10	0	1	2	4	0	0	Main genome;Bacteria;Actinobacteria;WCHB1-81
Otu1671	0	0	0	0	0	0	3	8	0	0	3	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu1670	0	0	0	0	0	2	1	9	0	0	4	2	0	0	Main genome;Bacteria;Spirochaetes;Brachyspirae;Brachyspirales;LH041
Otu1673	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria
Otu1672	0	1	0	0	0	0	0	6	0	1	15	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Halochromatium
Otu1675	0	0	0	0	0	0	1	3	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidetes BD2-2
Otu1674	0	0	0	0	0	0	1	16	0	4	2	1	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae
Otu1677	0	0	0	0	0	0	0	10	0	0	0	0	0	0	Main genome;Bacteria;Thermotogae;Thermotogae (kingdom);Kosmotogales;Kosmotogaceae
Otu1676	0	0	0	0	0	0	0	5	0	0	0	1	0	0	Main genome;Archaea;Euryarchaeota;Thermococci;Methanofastidiosales
Otu2124	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae
Otu1678	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41
Otu2126	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Bacteria;Lentisphaerae;Oligosphaeria;Oligosphaerales;Lenti-02
Otu2127	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodovibrionales;Fodinicurvataceae;Rhodovibrio
Otu2120	0	0	0	0	0	0	0	1	0	3	0	0	0	0	Main genome;Bacteria;PAUC34f
Otu2121	0	0	0	0	0	0	0	0	0	3	0	7	0	0	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae;Halomicrobium
Otu2122	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SG8-4
Otu2123	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Bacteria;Planctomycetes;Brocadiae;SM23-32
Otu1637	0	1	0	0	0	0	0	5	0	0	2	1	1	0	Main genome;Bacteria
Otu1240	0	1	10	5	0	0	1	5	0	0	0	0	38	0	Chloroplast;Bacteria (Chloroplast);Cyanobacteria (Chloroplast);Oxyphotobacteria (Chloroplast)
Otu1241	0	0	2	5	0	0	0	0	0	0	0	0	10	0	Main genome;Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Cerasicoccus
Otu1242	0	9	14	13	1	7	21	0	0	13	0	2	15	34	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Halorubrum
Otu1243	0	0	2	0	0	0	0	0	0	1	0	1	0	5	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Halovenus
Otu1244	0	6	0	0	1	0	3	0	0	2	0	2	0	30	Main genome;Archaea;Nanoarchaeaeota;Nanohaloarchaeia;Nanohaloarchaeales;Nanohaloarchaeaceae
Otu1245	0	11	4	3	0	0	6	0	0	12	0	0	0	4	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae;Halorientalis
Otu1246	0	6	0	1	0	0	5	18	0	0	1	7	2	40	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Orenia
Otu1247	0	5	0	0	0	0	3	0	0	0	0	0	0	13	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales
Otu1248	0	1	1	4	0	0	0	0	0	0	0	0	0	16	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu1249	0	14	1	0	0	0	0	0	0	2	0	1	0	26	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae;Halorientalis;Halorientalis brevis
Otu1482	0	0	0	0	0	0	10	2	0	0	0	2	0	1	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Rhodothalassium
Otu1483	0	3	5	5	0	0	44	13	0	0	0	6	0	22	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu1480	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Nitrospirae;Thermodesulfovibrionia
Otu1481	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade
Otu1486	0	0	0	2	0	0	10	4	0	2	12	1	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Halochromatium
Otu2009	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales
Otu1484	0	0	1	3	0	0	7	9	0	0	0	0	21	1	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
Otu1485	0	0	1	0	0	0	2	0	0	0	0	1	2	0	Main genome;Archaea;Nanoarchaeaeota;Nanohaloarchaeia;Nanohaloarchaeales;Nanohaloarchaeaceae
Otu1488	0	0	0	0	0	0	6	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidetes BD2-2
Otu1489	0	0	0	1	0	0	10	0	0	1	0	0	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu2003	0	1	0	0	0	0	0	0	0	4	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrococcales;Nitrococcaceae;Aquisalimonas
Otu598	0	0	8	16	0	0	0	7	0	0	1	0	43	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales
Otu2002	0	1	0	0	0	0	0	1	0	10	0	5	0	0	Main genome;Bacteria;Planctomycetes;Brocadiae;SM23-32
Otu599	0	6	45	89	0	0	14	50	0	12	44	1	171	20	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
Otu974	0	0	0	0	0	0	0	4	0	0	1	0	0	0	Main genome;Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae
Otu2008	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu83	0	470	9	30	0	0	566	9	0	1	0	296	103	1288	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae
Otu82	0	461	16	23	0	32	550	0	0	74	0	264	101	1131	Main genome;Bacteria;Firmicutes;Clostridia;Clostridiales;Family XII (Clostridiales);Fusibacter
Otu81	0	0	0	0	0	54	0	12	0	154	489	8	0	0	Main genome;Bacteria;Patescibacteria;ABY1
Otu80	0	0	0	0	0	0	0	601	0	0	196	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu87	0	84	0	4	0	18	11	173	0	1036	344	143	6	7	Main genome;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae
Otu86	0	15	0	0	0	11	0	10	0	652	30	7	0	0	Main genome;Bacteria
Otu85	0	36	0	0	0	824	2	8	0	36	7	54	0	0	Main genome;Bacteria;Patescibacteria;WWE3
Otu84	0	0	0	0	0	826	0	16	0	90	0	0	0	0	Main genome;Bacteria;Patescibacteria;Microgenomatia
Otu89	0	3	432	173	0	0	131	10	0	2	15	5	1161	18	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter
Otu88	0	90	0	0	0	34	41	75	0	26	404	38	0	2	Main genome;Bacteria;Planctomycetes;SGST604
Otu975	0	0	0	0	0	0	1	8	0	0	0	0	0	0	Main genome;Bacteria;Patescibacteria;ABY1
Otu840	0	1	14	14	0	0	2	0	0	0	0	2	0	2	Main genome;Bacteria
Otu501	0	0	0	0	0	0	0	56	0	0	25	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales
Otu500	0	0	4	8	0	0	0	28	0	0	5	0	0	0	Main genome;Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Puniceicoccus
Otu503	0	23	0	0	0	3	13	74	0	51	23	59	0	11	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta
Otu502	0	5	2	8	0	15	0	43	0	60	23	4	0	1	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tropicimonas
Otu505	0	19	0	0	0	63	51	146	0	41	35	15	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae;Tangfeifania
Otu504	0	0	0	0	0	0	0	55	0	0	42	0	0	0	Main genome;Bacteria
Otu507	0	4	0	0	0	0	0	20	0	26	1	11	0	1	Main genome;Bacteria;Chloroflexi;Anaerolineae;SBR1031
Otu506	0	0	0	0	0	0	0	42	0	0	1	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Muricauda
Otu509	0	0	0	0	0	5	0	87	0	3	28	0	0	0	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
Otu508	0	2	0	0	0	0	1	60	0	5	23	5	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae
Otu1068	0	0	0	0	0	2	0	0	0	7	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae
Otu1069	0	0	0	0	0	3	0	1	0	12	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;B108
Otu1060	0	6	0	0	0	0	0	6	0	29	0	5	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;MSBL9;4572-13
Otu1061	0	0	0	0	0	5	0	13	0	32	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Rhodothermia;Balneolales;Balneolaceae
Otu1062	0	0	0	0	0	0	0	0	0	11	0	0	0	0	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Halorubrum
Otu1063	0	0	0	0	0	0	0	0	0	9	0	0	0	0	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
Otu1064	0	3	0	0	0	0	0	16	0	70	2	4	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu1065	0	0	0	0	0	0	0	0	0	12	0	0	0	0	Main genome;Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Family III
Otu1066	0	0	0	0	0	0	0	0	0	18	0	0	0	0	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae
Otu1067	0	1	0	0	0	0	0	18	0	41	1	4	0	0	Main genome;Bacteria;Acidobacteria;Subgroup 21
Otu729	0	8	0	0	0	4	2	5	0	46	45	18	0	0	Main genome;Bacteria;Lentisphaerae;Oligosphaeria;Oligosphaerales;Lenti-02
Otu728	0	7	0	1	0	3	1	48	0	79	32	78	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu721	0	8	0	0	0	0	0	18	0	22	12	7	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group
Otu720	0	0	0	0	0	0	0	0	0	48	0	0	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02
Otu723	0	5	0	0	0	0	0	1	0	32	0	77	0	0	Main genome;Archaea;Nanoarchaeaeota;Nanohaloarchaeia;Deep Sea Euryarchaeotic Group(DSEG)
Otu722	0	12	0	0	0	2	0	15	0	32	22	4	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae
Otu725	0	1	0	0	0	0	0	11	0	62	0	3	0	0	Main genome;Archaea;Crenarchaeota;Bathyarchaeia
Otu724	0	0	0	0	0	0	0	0	0	45	0	1	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae
Otu727	0	2	0	0	0	5	2	1	0	49	0	3	0	3	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae
Otu726	0	0	0	0	0	0	0	0	0	18	0	0	0	0	Main genome;Bacteria;Firmicutes;Clostridia;D8A-2
Otu1114	0	0	0	0	0	0	0	0	0	16	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;ST-3K26
Otu1115	0	0	0	1	0	0	2	8	0	17	1	0	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu1116	0	0	1	0	0	0	2	0	0	6	0	1	0	2	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halococcaceae;Halostella;Halostella salina
Otu1117	0	0	0	0	0	0	0	0	0	21	0	0	0	0	Main genome;Bacteria;Patescibacteria;ABY1
Otu1110	0	0	0	0	0	0	0	0	0	20	0	0	0	0	Main genome;Bacteria;Gemmatimonadetes;BD2-11 terrestrial group
Otu1111	0	0	0	0	0	0	0	0	0	7	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;CI75cm.2.12
Otu1112	0	2	0	0	0	2	0	3	0	8	0	6	0	0	Main genome;Bacteria;Lentisphaerae;Oligosphaeria;Oligosphaerales;Lenti-02
Otu1113	0	0	0	0	0	0	0	0	0	13	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Thioalkalivibrio
Otu343	0	2	0	0	0	173	0	5	0	40	0	2	0	0	Main genome;Bacteria
Otu342	0	4	0	0	0	247	1	4	0	2	10	32	0	0	Main genome;Bacteria;Patescibacteria;WWE3
Otu341	0	3	0	0	0	62	9	22	0	12	78	46	0	0	Main genome;Bacteria;Patescibacteria;Microgenomatia
Otu340	0	0	7	168	0	0	102	167	0	0	100	2	18	37	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Pseudohaliea
Otu1118	0	0	0	0	0	0	0	0	0	13	0	0	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae
Otu1119	0	5	0	0	0	4	0	10	0	17	3	8	0	0	Main genome;Bacteria;Lentisphaerae;Oligosphaeria;Oligosphaerales;Lenti-02
Otu345	0	0	0	22	0	0	1	150	0	0	43	0	2	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales
Otu344	0	12	0	1	0	1	2	134	0	7	15	1	0	1	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Thioalkalivibrio
Otu655	0	0	0	0	0	0	1	30	0	0	2	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B)
Otu654	0	0	0	2	0	3	4	63	0	6	32	0	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae
Otu657	0	1	7	22	0	0	10	52	0	0	27	8	1	0	Main genome;Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae
Otu656	0	7	0	4	0	0	5	59	0	0	13	16	2	3	Main genome;Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter
Otu651	0	8	0	0	0	0	0	41	0	0	9	5	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu650	0	1	0	0	0	0	9	0	0	4	0	1	8	5	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
Otu653	0	0	0	0	0	0	0	33	0	0	3	1	2	0	Main genome;Bacteria
Otu652	0	1	0	1	0	0	2	65	0	0	34	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Halochromatium
Otu659	0	0	0	0	0	0	0	38	0	0	1	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfotignum
Otu658	0	9	0	0	0	1	5	70	0	8	41	4	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu972	0	0	0	0	0	0	0	29	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae
Otu448	0	16	0	0	0	0	2	76	0	1	90	23	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9
Otu449	0	11	0	0	0	0	45	1	0	1	0	65	2	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;MSBL9;L21-RPul-D3
Otu61	0	0	0	0	0	6	0	0	0	1144	0	0	0	1	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Halorubrum
Otu2698	0	0	0	0	0	0	0	0	0	1	0	0	0	1	No hits
Otu2699	0	0	0	0	0	0	0	0	0	0	3	3	0	0	Main genome;Bacteria
Otu2696	0	0	0	0	0	0	0	0	0	1	1	0	0	0	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium
Otu2697	0	0	0	0	0	0	0	0	0	1	2	2	0	0	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium
Otu2694	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu2695	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Main genome;Archaea;Euryarchaeota
Otu2692	0	0	0	0	0	0	0	0	0	1	1	0	0	0	Main genome;Bacteria;BRC1
Otu2693	0	0	0	0	0	0	0	0	0	1	1	1	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group
Otu2690	0	0	0	0	0	0	0	0	0	1	1	0	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae
Otu2691	0	0	0	0	0	0	0	0	0	1	0	1	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;SB-5
Otu237	0	33	0	0	0	5	8	22	0	30	1	184	0	5	Main genome;Bacteria;Lentisphaerae;Oligosphaeria;Oligosphaerales;Lenti-02
Otu236	0	199	20	5	0	0	143	54	0	16	19	316	199	59	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Halogranum
Otu235	0	0	0	1	0	0	0	35	0	2	174	18	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;SBR1031
Otu234	0	45	8	186	0	21	96	253	0	250	325	74	9	39	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia
Otu233	0	8	0	0	0	1	13	197	0	39	252	6	0	1	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidetes BD2-2
Otu232	0	5	0	0	0	9	0	2	0	37	218	13	0	0	Main genome;Bacteria;Patescibacteria;ABY1
Otu231	0	5	0	0	0	0	1	19	0	1	262	2	0	0	Main genome;Bacteria;Patescibacteria;WWE3
Otu230	0	25	2	77	0	9	105	198	0	9	169	50	0	5	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;SB-5
Otu65	0	42	0	6	0	7	117	279	0	39	672	99	0	7	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu239	0	0	18	121	0	0	8	121	0	0	43	0	255	19	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Marinoscillum
Otu238	0	0	139	72	0	0	1	1	0	0	0	0	258	63	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales
Otu1806	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Latescibacteria;Latescibacteria (kingdom);Latescibacterales;Latescibacteraceae;Candidatus Latescibacter
Otu1807	0	0	0	0	0	0	0	8	0	0	1	1	0	0	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium
Otu1804	0	0	0	0	0	0	0	3	0	0	1	0	0	0	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41
Otu1805	0	0	0	0	0	0	0	7	0	0	8	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Roseivirga;Roseivirga spongicola
Otu1802	0	0	0	0	0	0	0	7	0	2	0	1	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta
Otu1803	0	0	0	0	0	0	0	3	0	0	1	0	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae
Otu1800	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales
Otu1801	0	0	0	0	0	0	0	7	0	0	1	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales
Otu440	0	0	0	0	0	0	0	4	0	0	34	1	0	0	Main genome;Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae
Otu66	0	3	132	55	0	31	29	2	1	3	2	30	782	8	Main genome;Bacteria;Cyanobacteria;Oxyphotobacteria;Phormidesmiales;Nodosilineaceae;Halomicronema C2206
Otu1808	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Omnitrophicaeota
Otu1809	0	1	0	0	0	1	0	5	0	0	0	3	0	0	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium
Otu69	918	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Otu68	0	5	238	222	0	0	26	4	0	1	12	1	812	33	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;P3OB-42
Otu2348	0	0	0	0	0	0	0	0	0	0	2	3	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
